asn,isp
48218,HiHo GmbH
48219,3DATA LLC
48220,Fouredge AB
48221,EMPRESAS MUNICIPALES DE SEVILLA A.I.E.
48222,TRIGLAV Zdravstvena zavarovalnica
48223,Senator Telecom Ltd.
48225,JSC Telsi
48226,OOO INFOKOM
48227,Swietokrzyski Urzad Wojewodzki
48228,Arvato Rus LLC
48229,Starlight Media LLC
48230,LLC MONOLITH.NET
48233,Netroniks EOOD
48234,OOO IT-Region
48235,Kirill Vechera
48236,JSC Togliattikhimbank
48239,Scientific-Production Enterprise Information Technologies Ltd
48240,OPENTEAM SAS
48241,Telecom Technologies Ltd
48242,Macromex SRL
48243,Miratel Ltd
48247,Government of Kaliningrad region
48248,Liberty Czestochowa Sp. z o.o.
48249,Capital Telecom Limited Company
48252,DIGICEL ANTILLES FRANCAISES GUYANE SA
48253,SAADWNET SARL
48254,20i Limited
48255,Abtran Limited.
48256,Croatia Osiguranje
48257,Computer information technology Ltd.
48258,SPIE ICS AG
48259,Marcin Zalewski trading as MK2
48260,TELEWEB bvba
48263,Schweizerische Bundesbahnen SBB
48264,Rotop Ltd.
48265,ITirana Sh.p.k.
48266,Catixs Ltd
48270,iNET Solutions for computer Co.
48271,CJSC TELECOMMUNICATIONS COMPANY DUN
48273,essensys Ltd
48275,Republican Unitary Enterprise Abkhazsvyaz
48276,IPSvyaz OOO
48277,Unified system of trade procedures Ltd.
48278,UKRDATAKOM LTD
48279,Delta-Net LLC
48281,Abr Tose'eh Darya Group Company PJSC
48282,Hosting technology LTD
48283,Stichting Internet Domeinregistratie Nederland
48284,SWU TeleNet GmbH
48285,ROBTEX LIMITED
48286,Mavi Net Elektronik iletisim Bil.Hizm.San.ve Tic.Ltd.Sti.
48287,JSC RU-CENTER
48288,EWII Bredbaand A/S
48289,Dadeh Pardazan Sabz Alborz Co.(P.J.S.)
48290,Gruenenthal Pharma GmbH & Co. KG
48292,CIKLET ILETISIM TASARIM VE ORG. TIC. LTD. STI.
48293,Uniontel Ltd
48294,Spectrum Internet Ltd
48295,Paychex Deutschland GmbH
48298,MINISTERSTVO VNITRA CR
48299,Digita Oy
48302,OOO Telecom GKhK
48303,OVIS IT Consulting GmbH
48304,Digmia s.r.o.
48305,Noraina Ltd
48308,OOO TTC
48309,Ariana Gostar Spadana (PJSC)
48310,IMS DYNAMICS SASU
48311,I-BS.PL Sp. z.o.o.
48312,PJSC ALROSA
48313,Aksigorta Anonim Sirketi
48314,Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG
48315,Alpha Networks S.A.
48316,Regional State Institution Regional Center of automated information resource o
48319,TUVTURK Kuzey Tasit Muayene Istasyonlari Yapim ve Isletim A.S.
48320,KETIS Ltd.
48321,RialCom Ltd.
48322,MTS PJSC
48323,PP Neiron Systems
48324,webgo GmbH
48325,BazTel Ltd
48326,DataNetworks s.r.o.
48327,Ray-Svyaz Ltd.
48328,retarus GmbH
48330,FOP Sinev Maksim Viktorovich
48332,CLARFON S.A.
48333,RTS LLC
48335,Thales Norway AS
48336,Dazoot Software SRL
48337,Linode LLC
48338,Compania Nationala Loteria Romana SA
48339,Raiffeisen Rechenzentrum GmbH
48340,Axioma-Service Limited
48341,Proveedores de Presencia en Internet S.L.
48342,Deloitte & Touche
48343,PJSC Rosseti Moscow Region
48344,Sven Wefels
48345,Abavia S.r.l.
48346,Jarventaustan Kylakuituosuuskunta
48347,JSC Mediasoft ekspert
48348,Cloud Builders SA
48349,ARQA Technologies LLC
48350,Zenvoo Sagl
48351,Earthlink SRL
48352,LIS Logistische Informationssysteme AG
48353,NOVA TV d.d.
48354,CityLink Ltd
48357,K4X OU
48359,Hesabgar Pardaz Gharb PJSC
48360,Traffics Softwaresysteme fuer den Tourismus GmbH
48362,Stadtwerke Feldkirch
48364,Radim Pytela trading as AC Vyskov
48365,NUR Ltd.
48366,Inforoom Ltd.
48367,Franz Dax GmbH
48368,Comteh.ru Ltd.
48369,M-Telecom Ltd.
48370,Westcom Ltd
48371,Westlan LTD
48372,HANZA MEDIA d.o.o.
48374,MH HOLDING AF 1. JUNI 2009 ApS
48375,Tibra Trading Europe Limited
48377,PJSC Credit Europe Bank Ukraine
48380,ATTIKI ODOS S.A.
48382,Microdata Service SRL
48383,Invest Mobile LLC
48384,SML Maschinengesellschaft mbH
48385,INFOAURA LTD
48386,Misaka Network Inc.
48387,Christian Seitz
48388,Splosna Bolnisnica Izola
48389,Privet Internet LLC
48390,Lucas Dousse
48391,Pars Data Processing Company (LTD)
48393,JSCB Bank of Georgia
48394,Venis S.p.A.
48395,Ministerstwo Kultury i Dziedzictwa Narodowego
48396,Public Joint Stock Company Mining and Metallurgical Company Norilsk Nickel
48397,Unipart Group Limited
48398,DINIT d.o.o.
48399,Svyaz VSD LLC
48400,MTS PJSC
48401,KROND SOLUTIONS SRL
48402,VIOUSLY SAS
48405,CGI IT Czech Republic s.r.o.
48406,Siemens Industry Software Limited
48407,TigrisNet
48408,RootSecurity bvba
48409,NTK Ltd.
48411,FOP Samoylenko Oleksandr Volodymirovich
48412,Podsystem Limited
48415,JSC Georgian Card
48416,Information Network LLC
48417,ITS akciova spolecnost
48418,SKYNET S.A.R.L
48419,SALUS Ljubljana
48420,Digital Solutions Ltd
48421,PJSC Rostelecom
48422,IT-STARCOM LLC
48423,Accenture Outsourcing S.R.L
48424,GLOBITEL Sp. z o.o.
48425,OEDIV Oetker Daten-und Informationsverarbeitung KG
48426,OVER-LINK s.a.s.
48427,VISOVISION S.L.
48428,DPD Polska Sp. z o.o.
48429,Ural State University of Economics
48430,Perviy TSOD LLC
48431,Bozorg Net-e Aria
48434,Tebyan-e-Noor Cultural-Artistic Institute
48435,DevonStudio Sp. z o.o.
48437,PP Merezha
48438,Corbina Telecom Llc.
48440,Ekvia Ltd
48441,Society with limited liability MagLAN
48442,JSC Vladivostok Avia
48445,Tieto Sweden AB
48446,Hostersi Sp. z o.o.
48447,Sectigo Limited
48450,Buzachi Operating Ltd.
48451,Prazska energetika a.s.
48452,Traffic Broadband Communications Ltd.
48453,CNETWORK SRL
48458,Uniqa Insurance PLC
48459,COMPANIA DE INFORMATICA APLICATA SA
48460,ServerHouse Ltd
48461,stepping stone AG
48462,Neocom LLC
48463,Tradition Financial Services Ltd.
48464,Futuro Exito Sp. z o.o.
48467,Pronet LLC
48468,Triumph Intertrade AG
48469,mnemonic AS
48470,Joint Stock Company MTU Kristall
48472,Truenetwork LLC
48473,Towercom a.s.
48474,Nordic Telecom Regional s.r.o.
48475,Closed Joint Stock Company Oskolnet
48476,Montazh Contact Ltd.
48477,JSC RUSNARBANK
48479,KUBAN-TELECOM Ltd.
48480,S.C. AltNet C.C. S.R.L.
48481,KINGISEPP-ONLINE Ltd.
48482,Wuerth Itensis AG
48483,PAYONE GmbH
48484,IGN GmbH
48485,Crane Ltd
48486,Leder und Schuh AG
48487,LoVo S.A.
48488,OJSC TNT-Broadcasting Network
48489,EUROCORP AEPEY
48490,OPHOS SYSTEM SARL
48491,Herbert Ospelt Anstalt
48492,I.Q Online for Internet Services and Communications LLC
48494,BUKO LTD
48498,Sochi-Online Ltd.
48499,CJSC Aeroclub
48500,Irpinia Net-Com SRL
48501,Init3 BV
48502,ForteBank JSC.
48503,Mobile Telecom-Service LLP
48504,Destiny France Partenaires SAS
48505,Kylos sp. z o.o.
48506,Metical SRL
48507,LTD SibMediaFon
48508,Cryptocom Ltd.
48511,Sector Telecom Ltd.
48514,Stiftelsen Chalmers Studenthem
48515,Praktika Ltd.
48516,Idea Getin Leasing S.A.
48518,ADD-ON MULTIMEDIA SAS
48519,Knipp Medien und Kommunikation GmbH
48520,CCV Group B.V.
48522,CGl Nederland B.V.
48523,ArcelorMittal Poland S.A.
48524,INTERRA telecommunications group Ltd.
48527,OJSC Chelyabenergosbyt
48528,LIFETELECOM LLC
48529,Mochabrain LLC
48530,Stavropol Computer Networks Ltd.
48532,JSC ER-Telecom Holding
48533,LLC TANHOST
48534,Centrum Informatyki Statystycznej
48536,TSG Interactive Services Limited
48537,Nova Communication SRL
48539,Bifrost Systems OU
48540,Mettler Toledo International Inc.
48541,MTS PJSC
48543,DATAGROUP BIT Hamburg GmbH
48544,Tecnotel Servizi Tecnologici srl
48545,ING-DiBa AG
48546,SIA LETA
48547,Mac Tower Ltd
48548,JSCB FORSHTADT (JSC)
48549,Bringo Group Ltd
48550,SnapServ Ltd
48551,Sindad Network Technology Ltd.
48552,OJSC The Russian Armed Forces Broadcasting Company ZVEZDA
48553,Marketaxess Europe Ltd
48555,Iranian Information Technology Co.
48556,ROMANIAN SOFTWARE SRL
48557,PE Aristambayeva Taisiia Anatolyevna
48558,M-Line Ltd.
48559,Infomex Sp. z o.o.
48560,TOV Torgovyi Dim Vikter Plus
48561,NP Automir CJSC.
48563,AVA TELECOM INTERNATIONAL SRL
48564,Dstny A/S
48565,Poczta Polska Spolka Akcyjna
48566,OJSC Far Eastern Bank
48567,MEDIKA D.D.
48570,Auriga Kore Limited
48571,efectRO SRL
48572,Flughafen Koeln/Bonn GmbH
48573,PHAETON PLUS d.o.o
48574,Planet A a.s.
48575,Swiss IT Security AG
48576,Dr. Risch Anstalt
48577,Hygie Italia srl
48578,VSEVTYRES-AS
48579,ELASTX AB
48580,JKP Informatika
48582,ngena GmbH
48584,Sarnica-Net LTD
48585,Clevernet GmbH
48586,LLC Zero Kilometer
48587,Private Entreprise Zharkov Mukola Mukolayovuch
48590,Litasco S.A.
48592,Shabakeh Gostar Dorna Cooperative Co.
48593,IT EXPERTS S.R.L
48594,WISTEE SAS
48595,IE Parhomenko Aleksey Aleksandrovich
48596,InterNetworX Management GmbH
48598,Norigin Media AS
48602,Connect plus s.r.o.
48604,ZAO N-Region
48608,Mellat Insurance Public Joint Stock Company
48609,KPMG SLOVENIJA podjetje za revidiranje
48611,Cablestreet Ltd
48612,MTS PJSC
48613,CTRE INFORMATIQUE RECOUVREMENT SUD OUEST
48614,ITSOFT LLC
48616,Datasoft S.R.L.
48617,BANCA NETWORK INVESTIMENTI SPA
48618,Oulun DataCenter Oy
48620,Beaming Ltd
48621,Kreditna banka Zagreb d.d.
48623,CYPRUS Development Bank Limited
48624,Free Technologies Excom S.L.
48626,Mediasat s.c.
48628,CoreISP Limited
48629,ICLIK SARL
48631,Odine Solutions FZ-LLC
48632,BTS HOLDINGS PLC
48633,KAN Sp. z o.o.
48634,R.T.I. SPA
48635,CLDIN-NL
48636,Keratronik Safety Sp. z o.o.
48637,Ukrainian state Enterprise of the Post Connection UKRPOSHTA
48638,Cronos NV
48640,MAZ Mutua de Accidentes de Trabajo y Enfermedades Profesionales de la Segurida
48641,Syntegra Telecom LLC
48642,Joint stock company For
48644,''IT FRUIT'' S.R.L.
48645,Solvinity B.V.
48646,Stefan Dunkel
48647,Solvay SA
48648,K-Link LLC
48649,National depository of Ukraine PLC
48650,Anton Tytiuk
48651,Ural Cable Networks Ltd.
48653,Slovenske zeleznice d.o.o.
48654,RTK-centr ltd.
48656,OJSC Joint-Stock Commercial Bank IndustrialBank
48657,Premium System AB
48659,WIDE-NET II Sp. z o.o.
48661,AIRWAYNET a.s.
48664,Cooperative Society Miski Informatsiini Systemy
48665,Bukovinian State Medical University
48666,Centre for Strategic Planning of FMBA of Russia
48667,AKVILON Ltd.
48669,ADMIN-DEP SYSTEMS SRL-D
48670,UNIS Ltd.
48671,FIRE CREDIT SRL
48672,OKCI BANK JSC
48673,Department of Information-Communication Technologies and Information Security o
48675,Deltatelecom LLC
48676,Accord Telecom Ltd.
48678,PENTECH BILISIM TEKNOLOJILERI SANAYI VE TICARET LIMITED SIRKETi
48679,Consultant Ltd.
48680,Netpower IT Solutions AS
48682,IP Space Limited
48683,Bilink LLC
48684,Viking Host B.V.
48685,Opin Kerfi hf
48686,oRe Networks Limited
48688,Thales UK Ltd
48689,Webglobe a.s.
48690,General Logistics Systems Poland Sp. z o.o.
48691,Specialist Ltd
48693,Rices Privately owned enterprise
48694,IT Futura Sp. z o.o.
48695,Etihad Atheeb Telecom Company
48696,TEMP Ltd.
48697,Amadeus Soluciones Tecnologicas S.A.
48698,Net IP Ltd.
48699,Data Pool LLC
48701,Cairo Amman Bank
48702,ENGIE SA
48703,CAISSE NATIONALE DE L'ASSURANCE MALADIE
48704,Freshwave Services Limited
48705,AEGON TOWARZYSTWO UBEZPIECZEN NA ZYCIE SA Sucursala FLORESTI
48706,KERRIDGE COMMERCIAL SYSTEMS (KSH) LIMITED
48707,AS48707 OPS PL sp. z o.o.
48708,Omax Network d.o.o.
48709,World of connections Ltd.
48710,Mediterraneum XX. S.L.
48712,Info-Net Uslugi Teleinformatyczne S.C.
48715,Sefroyek Pardaz Engineering Co. LTD
48716,PS Internet Company LLC
48719,Intelsvyaz Ltd.
48720,VIP-TELECOM-SERVICE Ltd.
48721,Flyservers S.A.
48722,Kozlova Larisa Petrovna
48723,LLC RT-INFORM
48724,Business Partnership LLC
48725,Agrosvyaz-M Ltd
48726,EET Group A/S
48727,Maria Anielska-Adamek trading as PHU ADAMEK
48728,Vodafone Qatar P.Q.S.C
48731,Federal State Budgetary Educational Institution of Higher Education Voronezh S
48733,JSC. OKBM Afrikantov
48735,DELTA Digital Friesenbichler & Co Ges.m.b.H
48736,TRIDENT SERVICII SI MENTENANTA SA
48737,Dorabase Veri Merkezi Hizmetleri A.S.
48738,Teleset ltd.
48739,SPUTNIK LTD
48740,Online Money Transfer S.A.L.
48741,Dataphoton Inc
48742,EURO.NET.PL Sp. z o.o.
48744,Cdiscount SA
48745,ICOM Ltd.
48746,Air Traffic Services Authority
48747,Lukovitnet Ltd.
48748,Modern Telecommunications Network LTD.
48750,MEDIAPOST SAS
48751,United Nations Logistics Base
48754,SOBIS SOLUTIONS SRL
48755,ILJOJA Oy
48756,TURK TELECOM INTERNATIONAL UA LLC
48757,TrustInfo LLC
48758,Fibrenet Ltd
48759,OOO NPP POLYPROM
48760,Cyber_Folks S.A.
48761,Netinternet Bilisim Teknolojileri AS
48762,Iran Aseman Airlines plc.
48763,LLC SMART CENTER
48764,Comdate AB
48766,Tecan Trading AG
48767,Blycka AB
48768,GTECH SWEDEN INTERACTIVE AB
48769,Jacobacci & Partners SpA
48770,Assist Ltd.
48772,GLOBUS MARINE INTERNATIONAL d.o.o.
48774,Gen energija d.o.o.
48775,Nashnet Rivne LLC
48776,Ricola AG
48777,DARC e.V.
48778,IHK Gesellschaft fuer Informationsverarbeitung mbH
48780,OLTELECOM JSC
48781,AVK-computer ltd
48782,European Border and Coast Guard Agency - Frontex
48783,Porta One-Chernihiv Ltd
48784,ADNOV SAS
48786,BIOFARM SA
48788,MTS Digital LLC
48790,INVICOM Sp. z o.o.
48794,Jadransko Osiguranje d.d.
48796,MTS PJSC
48797,Odasiljaci i veze d.o.o.
48798,SIA BITE Latvija
48799,COMMUNAUTE URBAINE DE STRASBOURG
48802,OOO Povolzhskiy Processingoviy Center
48803,Mediateknik i Varberg AB
48804,GMO GlobalSign Ltd
48805,Blue Water IT A/S
48806,Stackster LLC
48807,IXcellerate LLC
48808,BULBOACA & ASOCIATII-S.P.A.R.L
48809,HOSTEUR SAS
48810,Internet Resources Management SRL
48811,Atilim Universitesi
48812,DataCenter Noord BV
48813,Enix SAS
48814,Netbone Telekomunikasyon A.S.
48815,Critical Case s.r.l
48816,Rosinter-Restaurants Ltd.
48817,PRIZZ TELECOM SAS
48821,Mauve Mailorder Software GmbH & CO. KG
48822,Universum bit Ltd.
48823,Hosting.de GmbH
48825,Fast4networks Ltd
48827,JSC Uraltransbank
48829,SYKES Kozep Europa Kft.
48830,TransEuroCom LLC
48832,Linkdotnet-Jordan
48836,Ana Hotels SA
48837,SC ALFA WEB SRL
48840,Perfect Presentation for commercial services
48842,FRIEND IT Ltd
48843,MUNICIPIUL BUCURESTI
48845,Trans Digital LLC
48846,Inetum Espana S.A.
48847,WAVES S.A.L
48848,Telekom Servis T Ltd
48849,Sika Informationssysteme AG
48850,Stowarzyszenie e-Poludnie
48851,Radware Ltd
48853,JSC PO Sevmash
48854,team.blue Denmark A/S
48855,SC ESSENTIAL SYSTEMS SRL
48856,Silhouette International Schmied AG
48857,Basler Versicherung AG
48858,JSC ER-Telecom Holding
48859,NET P.C. MACIEJ CZAPLUK
48860,Harhimtel LTD
48861,Apaga Technologies CJSC
48862,WAYPOINT SRLS
48863,Ren Roros Digital AS
48864,Centro Municipal de Informatica de Malaga
48865,Computer Generated Solutions Romania S.R.L.
48866,Netcracker Technology EMEA Limited
48867,Akciju sabiedriba Regionala Investiciju Banka
48868,SOCIEDAD DE EXPLOTACION DE REDES ELECTRONICAS Y SERVICIOS SA
48869,Alfa Accountants en Adviseurs B.V.
48870,Telenet SIA
48873,LLC Proxicom
48874,HOSTMAZE INC SRL-D
48876,Takomi Ltd
48877,Yunicom Ltd
48879,GEEKNODE
48881,DATA NODE SRL
48882,LLC Optima-East
48884,Linea Directa Aseguradora S.A.
48885,Neocarrier Communications Sarl
48886,Communications Security Net B.V.
48887,CJSC INDIGO TAJIKISTAN
48889,GLOBECORP a.s.
48890,SOLVO ltd
48891,JSC ALEF-BANK
48892,Physical person-businessman Bolotny Volodymyr Oleksiyovich
48893,ESO TV Kft.
48894,Optimus IT d.o.o.
48895,Alternatifbank A.S.
48896,dhosting.pl Sp. z o.o.
48897,OOO KB Avia
48898,Medical Science University Of Kashan
48900,Info Data Center Ltd.
48901,DSNET Ltd
48903,Rasaneh Mehr Vatan Co. PJS
48904,Vaggeryds Energi AB
48906,ERGO Versicherung Aktiengesellschaft
48907,Norttel s.r.o.
48909,CityLine LLC
48910,Unitas Global Ltd
48911,SVR LTD
48914,Zeppelin Rusland Ltd
48915,PP Vitaliy Zayets
48916,ZAO Kraftway Corporation PLC
48917,Optinet Ltd
48918,Globalways GmbH
48919,UACITY Ltd.
48920,Association TOILE-LIBRE
48921,Verotel International B.V.
48922,Domodedovo_IT_Services
48923,Lecos Online Ltd.
48926,Pe3ny Net s.r.o.
48927,ESEVEN DevOps GmbH
48928,U.M. 0296 BUCURESTI
48929,Real Network and Tel SRL
48930,Betty Ice SRL
48931,3X Media International SRL
48932,Saudi Arabian Airlines
48933,Net Ltd
48934,J.M.S. SAS
48937,The National Commercial Bank
48938,Guard-Inform Ltd.
48940,Link Ltd.
48942,Daniel Eriksson Teknik AB
48943,KAPPER NETWORK-COMMUNICATIONS GmbH
48944,khalij fars Ettela Resan Company J.S.
48945,OPEN FIBRE NETWORKS (WHOLESALE) LIMITED
48947,Aero.net.PL sp. z o.o.
48948,ENERGY DOT SRL
48949,Media-TV Ltd.
48950,GLOBAL COLOCATION LIMITED
48951,Telekom Deutschland GmbH
48952,LUXUNIT GROUP S.L.
48953,Broadmax Iletisim Ltd
48954,AIMES Management Services Ltd
48955,Internet Resources Management SRL
48956,HyperNET sp. z o.o.
48957,Joint Ukrainian American Enterprise Telecommunications Resource Center ltd
48959,Garmoniya LLC
48960,AQUAa.s.
48961,Glide Student & Residential Limited
48962,TeamDev Ltd.
48963,Wielkopolski Bank Spoldzielczy
48964,ENTERRA-as
48966,Wataniya Palestine Mobile Telecommunication Company Ltd
48967,Cboe Europe Limited
48969,Parus-Telecom Ltd.
48970,Natus Manufacturing Limited
48971,DATAWIRE AG
48972,BetterBe B.V.
48975,Rus-Telecom Ltd.
48978,Orbitel LLC
48979,UZINFOCOM Single Integrator LLC
48980,Pure Line Co. For Telecommunications & Internet Ltd.
48981,Pawel Zamaro trading as Netadmin Support
48983,Artmotion AG
48984,Amt der Steiermaerkischen Landesregierung
48986,DiState Ltd.
48989,Docker LTD
48992,Archidiecezja Lubelska
48993,Department 7 Limited
48994,Globalwire AB
48995,IE Gilaskhanov Said Visirpashaevich
48996,CENTRE HOSPITALIER PRINCESSE GRACE
48997,Stichting Zorgring Noord Holland Noord
48999,SC AVIDAL NET SRL
49001,Leon Sp. z o.o.
49002,JSC Russian Post
49003,OJSC Perm Powersale Company
49006,SC ITNS.NET SRL
49007,Agnieszka Magda Marczak-Ipatow trading as NET4ME
49008,Elstir S.L.
49009,Freifunk Rheinland e.V.
49010,Herning Kommune
49011,MACS THD
49012,Lenta Ltd
49013,Fusion Media s.r.o.
49014,Wirtschaftskammer Oesterreich
49015,SAVSKE-ELEKTRARNE-LJUBLJANA-DOO
49016,JSC Georgian State Electrosystem
49017,GAIJIN NETWORK LTD
49019,Olli Trans Ltd.
49020,Elie Achkar trading as FiberSkynet
49021,SOCIETATEA NATIONALA DE TRANSPORT GAZE NATURALE TRANSGAZ SA
49022,Polymer Mana Medicine Co.
49023,INOVO SOLUTIONS SRL
49024,FHE3 GmbH
49025,PRO-ZETA a.s.
49026,Wirehive Limited
49027,Turkiye Sinai Kalkinma Bankasi Anonim Sirketi
49028,D-LAKE SAS
49029,IZMAD BILISIM INTERNET HIZ. BILGI TEKN. ITH. IHR. SAN. TIC. LTD. STI.
49030,APPLIED TECHNOLOGIES INTERNET SAS
49031,LLC Telemir
49033,Critical Core BV
49034,Laudert GmbH + Co. KG
49035,Mikrolan Sp. z o.o.
49036,SIA Euro Live Technologies
49037,Mikhail Mayorov
49038,FOP Pedchenko Maxim Yrievich
49039,OOO Telemaks
49040,K and D UNISAT -TV LLC
49041,Globalkom 2 Ltd
49042,Phanes Networks B.V.
49043,Novartis AG
49044,DIGI SLOVAKIA s.r.o.
49046,VRT NV van Publiek Recht
49047,Pentacomp Systemy Informatyczne S.A.
49048,JSC ER-Telecom Holding
49049,Bath North East Somerset Council
49050,LLC MKK Jet Money Microfinance
49051,Digital Technology ApS
49052,DATA ZYX SRL
49055,New information technologies Ltd
49056,Inel Internacional Dooel Kavadarci
49058,OOO SPARK TELL
49059,Salomaa Yhtiot Oy
49063,Dataline Ltd
49064,PS TelecomService Ltd.
49065,Sectra Imaging IT Solutions AB
49066,PHAETON PLUS d.o.o
49067,10LINE TELEKOMUNIKASYON INTERNET VE ILETISIM HIZ A.S.
49068,STORMSHIELD SAS
49069,AspireGlobal Marketing Solutions Ltd
49070,Telecompany Viza-2 Ltd.
49071,Schweizerische Radio- und Fernsehgesellschaft
49072,Novatech EOOD
49073,Moviement srl
49074,SC TECHNOLOGICAL SRL
49076,COMPASS ELECTRO-OPTICAL SYSTEMS LTD
49078,SC UBISOFT SRL
49079,Conapto AB
49080,SMARTSYSTEMS LLC
49081,GLOBALFOUNDRIES Dresden Module Two LLC & Co.KG
49082,ZONES AS
49083,MEMONET SAS
49086,12systems GmbH
49087,JSC Podilskiy Tcement
49088,TELMEKOM SRL
49089,Otbasy Bank JSC
49090,Budapest Stock Exchange Ltd.
49091,Telecom-garant Limited
49093,KGKU ITC Primorskogo kraya
49095,PRAHA12.com s.r.o.
49097,Fujitsu Services GmbH
49098,Studiya NOVA LLC
49099,Tadbir Pardaz IT Group LTD
49100,IR-THR-PTE
49101,KABELOVA TELEVIZE CZ s.r.o.
49102,Connected sp. z o. o.
49103,Asr-e Enteghal-e Dadeha Company (Private J.S.)
49104,Boursa Kuwait Stock Exchange
49106,Opticom Group AO
49107,Telko JSC
49108,Ltd Fortuna
49110,FUTURE TECHNOLOGY COMPANY FOR TECHNOLOGY AND INFORMATICS SERVICES LTD.
49112,ARMOR CONNECTIC SAS
49113,Petignat Jean-Charles trading as Cablotel Telereseaux
49114,APPLIC8 SA
49115,E-MAX INTERNET & IT
49117,DTnet Detva s.r.o.
49118,GIESECKE + DEVRIENT MOBILE SECURITY IBERIA S.A
49120,Gorset Ltd.
49121,Infinity Telecom s.r.o.
49122,Internet BlueNET doo Cacak
49123,S.C. Retele de Comunicatii Avansate S.R.L.
49124,CentroSet Ltd.
49125,Uteam LTD
49126,IHS Kurumsal Teknoloji Hizmetleri A.S
49127,Asimo Networks B.V.
49128,OAO Russian Railway
49129,LTD CGC Co
49130,SysEleven GmbH
49135,Wirtschaftskammer Oberoesterreich
49136,Telecommunication networks Ltd
49137,ADSN Association declaree
49139,PE Prujmak Olexandr Olegovich
49141,Intrum Sp. z o.o.
49142,HBO Europe s.r.o.
49145,Sigma Software LLC
49146,DosTLink Ltd
49147,ET ASNET - Altan Halim
49148,Atieh Dadeh Pardaz
49149,EDF POLSKA S.A.
49150,S.C. Ind Web S.R.L.
49151,Tomasz Gruca
49152,KARDOL SAS
49153,KMK-Telecom Ltd.
