xmltv_id,site_id,name,channelNumber,logoUrl
skylink_sk-1,eHDjK5fewmsrsQFSRIEYyhlubI4qlt6Y5c_wBRg6,CT 1 PHA HD,1,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./CT%201%20PHA%20HD_m.png
skylink_sk-2,LAg_L1beaUpH8_KXzgneBARLkJ87Q2hS7sbna7fa,CT 2 HD,2,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./CT%202%20HD_m.png
skylink_sk-3,GIWXWJ8Db1hIe69rCijH8KFxK87NB2hG0vZXFopm,Nova HD,3,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./Nova%20HD_m.png
skylink_sk-4,flMXbPjFjxi4vmmW0M74kAvI0bQCkjN_IhDl6lUT,Prima HD,4,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./Prima%20HD_m.png
skylink_sk-5,zgKtG_SQImnuwuBXcL5yZwiEGaGCnLAJhGSX13Ed,CANAL+ Action,5,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./CANAL%20Action_m.png
skylink_sk-8,h2Q0W8Gu1NTC_SMkS4yI9I1hLFteiTTXrKdxQOSf,FilmBox HD CZ,8,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./FilmBox%20HD%20CZ_m.png
skylink_sk-9,R1oUrl4RCBWIk9K91s6Ye5H4Gb8EW713oOXt6K0v,FilmBox Stars,9,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./FilmBox%20Stars_m.png
skylink_sk-11,GQvz_YL0733sdxyp53rLv8wgySlCkQ0lUvtuDglM,CT 24 HD,11,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./CT%2024%20HD_m.png
skylink_sk-12,2jClL7giyyULb0qf6t_RSAUNAO3mBbIdRFIPLxV7,CT sport HD,12,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./CT%20sport%20HD_m.png
skylink_sk-13,pFWu-Y8Bu5LwZxmE_HK8w2D8g9WKQGBDQlnNLl4L,Nova Cinema HD,13,https://m7cz.solocoo.tv/m7cziphone/mmchan/channelicons/./Nova%20Cinema%20HD_m.png
