Dorcel TV,,ducktv,,FilmBox,,FilmBox Stars,,Dorcel TV,,ducktv,,FilmBox,,FilmBox Stars,,677,Nova Action,nova_action.png,České,42|12|,677,Nova Action,nova_action.png,České,42|12|,349,WAU,53,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=18f22d4375046a88766f9eef273181bd&p2=80,sk
Dorcel XXX,,Dvojka HD,,FilmBox Extra HD,,Film Europe HD,,Dorcel XXX,,Dvojka HD,,FilmBox Extra HD,,Film Europe HD,,68,Film+,film_plus.png,České,41|84|,68,Film+,film_plus.png,České,41|84|,1017,Markíza Krimi,54,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=bcbe656b111f70a50fedabf40c644cdc&p2=80,sk
ducktv,,Earthx TV,,FilmBox Stars,,Film Europe+ HD,,ducktv,,Earthx TV,,FilmBox Stars,,Film Europe+ HD,,72,Filmbox,filmbox.png,České,29|80|,72,Filmbox,filmbox.png,České,29|80|,314,RELAX,62,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=f7374332cf28043a6ae3e77640f188e9&p2=80,cz
Dvojka HD,,Epic Drama HD,,Film Europe HD,,Fishing and Hunting,,Dvojka HD,,Epic Drama HD,,Film Europe HD,,Fishing and Hunting,,592,Filmbox Premium,filmbox-premium.png,České,27|82|,592,Filmbox Premium,filmbox-premium.png,České,27|82|,296,Náš region TV,63,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=a525a102fb950e7f64e3b72572728135&p2=80,cz
Earthx TV,,EuroNews,,Film Europe+ HD,,France 24,,Earthx TV,,EuroNews,,Film Europe+ HD,,France 24,,576,Filmbox Family,filmboxfamily.png,České,31|83|,576,Filmbox Family,filmboxfamily.png,České,31|83|,192,TA3,66,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=b6cd5e1b46e3289109677f63c813c4bd&p2=80,sk
Epic Drama HD,,Extreme Sports Channel,,Fishing and Hunting,,Golf Channel,,Epic Drama HD,,Extreme Sports Channel,,Fishing and Hunting,,Golf Channel,,182,Filmbox Extra HD,filmboxhd.png,České,28|79|,182,Filmbox Extra HD,filmboxhd.png,České,28|79|,1042,JOJ 24,67,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=e87b36b2986de7b80d2439612306dfdb&p2=80,sk
EuroNews,,FightBox,,France 24,,History HD,,EuroNews,,FightBox,,France 24,,History HD,,76,Filmbox Stars,filmboxstars.png,České,30|81|,76,Filmbox Stars,filmboxstars.png,České,30|81|,304,TV Lux,71,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=f5dbde9996dd8d622a9358be9160502a&p2=80,sk
Extreme Sports Channel,,Film+,,Golf Channel,,Hobby TV,,Extreme Sports Channel,,Film+,,Golf Channel,,Hobby TV,,570,Film Europe,filmeurope.png,České,37|85|,570,Film Europe,filmeurope.png,České,37|85|,268,TV 8,73,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=823c4e23f7e767c43d69a8d431fa12f7&p2=80,sk
FightBox,,FilmBox,,History HD,,INPLUS,,FightBox,,FilmBox,,History HD,,INPLUS,,1039,Food Network HD,food_network.png,České,110|140|,1039,Food Network HD,food_network.png,České,110|140|,495,Markíza International,74,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=1e5edc666f6748d00ece0e8c8fd92d8b&p2=80,sk
Film+,,FilmBox Extra HD,,Hobby TV,,Jednotka HD,,Film+,,FilmBox Extra HD,,Hobby TV,,Jednotka HD,,127,Golf Channel,golfchannel.png,České,85|108|,127,Golf Channel,golfchannel.png,České,85|108|,532,JOJ Family,75,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=26b6f679c3959e07eae32c09a361e644&p2=80,cz
FilmBox,,FilmBox Family,,INPLUS,,JimJam,,FilmBox,,FilmBox Family,,INPLUS,,JimJam,,6,HBO,HBO.png,České,20|75|,6,HBO,HBO.png,České,20|75|,606,Televize Seznam,80,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=facfd0bf62f131886ae61469dcd729eb&p2=80,cz
FilmBox Extra HD,,FilmBox Premium HD,,Jednotka HD,,JOJ Cinema HD,,FilmBox Extra HD,,FilmBox Premium HD,,Jednotka HD,,JOJ Cinema HD,,54,HBO2,HBO2.png,České,21|76|,54,HBO2,HBO2.png,České,21|76|,494,Nova International,81,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=3d4a0d28e35d9a621709eafed2607692&p2=80,cz
FilmBox Family,,FilmBox Stars,,JimJam,,JOJ HD,,FilmBox Family,,FilmBox Stars,,JimJam,,JOJ HD,,115,HBO3,hbo3.png,České,22|77|,115,HBO3,hbo3.png,České,22|77|,556,Prima PLUS,82,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=4e4dd9b87204da34ef0a808de90f8bbf&p2=80,sk
FilmBox Premium HD,,Film Europe HD,,JOJ Cinema HD,,Jojko,,FilmBox Premium HD,,Film Europe HD,,JOJ Cinema HD,,Jojko,,202,History Channel,history_channel_hd.png,České,62|131|,202,History Channel,history_channel_hd.png,České,62|131|,75,TV Noe,85,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=2cdfb1e25a1c38ac5a07b1fb42125f15&p2=80,cz
FilmBox Stars,,Film Europe+ HD,,JOJ Family HD,,JOJ Šport HD,,FilmBox Stars,,Film Europe+ HD,,JOJ Family HD,,JOJ Šport HD,,713,CS Horror,cshorror.png,České,43|87|,713,CS Horror,cshorror.png,České,43|87|,1040,CANAL+ Sport,92,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=ab73879fdf9b10e1deb0224bfbb3cfd8&p2=80,cz
Film Europe HD,,Fishing and Hunting,,Kino Barrandov,,JOJ 24 HD,,Film Europe HD,,Fishing and Hunting,,Kino Barrandov,,JOJ 24 HD,,850,Jihočeská televize,jtv.png,České,||,850,Jihočeská televize,jtv.png,České,||,18,ČT sport,93,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=731498bd1afcd17e53643dd75a9a10ea&p2=80,cz
Film Europe+ HD,,France 24,,LALA TV,,LALA TV,,Film Europe+ HD,,France 24,,LALA TV,,LALA TV,,137,Jim Jam,jim-jam.png,České,95|161|,137,Jim Jam,jim-jam.png,České,95|161|,17,Nova Sport 1,94,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=11dac2d7fe5514e362318f0f212a840c&p2=80,cz
Fishing and Hunting,,Golf Channel,,LEO TV,,LEO TV,,Fishing and Hunting,,Golf Channel,,LEO TV,,LEO TV,,1018,Kino Barrandov,kinobarrandov.png,České,46|22|,1018,Kino Barrandov,kinobarrandov.png,České,46|22|,466,Nova Sport 2,95,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=52b4f4f976af662468915020f177bc6d&p2=80,cz
France 24,,HBO,,Love Nature HD,,Love Nature HD,,France 24,,HBO,,Love Nature HD,,Love Nature HD,,717,CS Mystery,csmystery.png,České,|26|,717,CS Mystery,csmystery.png,České,|26|,904,Nova Sport 3,97,,cz
Golf Channel,,HBO2,,Markíza International,,Markíza HD,,Golf Channel,,HBO2,,Markíza International,,Markíza HD,,200,Leo,leo.png,České,172|204|,200,Leo,leo.png,České,172|204|,905,Nova Sport 4,98,,cz
HBO,,HBO3,,Minimax,,Markíza Krimi HD,,HBO,,HBO3,,Minimax,,Markíza Krimi HD,,57,Minimax,Minimax.png,České,93|162|,57,Minimax,Minimax.png,České,93|162|,16,Eurosport 1,99,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=566e52b95baae881c30bdb6a78f3d669&p2=80,cz
HBO2,,History HD,,Mňam TV,,Minimax,,HBO2,,History HD,,Mňam TV,,Minimax,,1012,Mňam TV,mnam.png,České,114||,1012,Mňam TV,mnam.png,České,114||,25,Eurosport 2,100,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=9028cafedb8845db469da758c7813987&p2=80,cz
HBO3,,Hobby TV,,MTV DE,,Mňam TV,,HBO3,,Hobby TV,,MTV DE,,Mňam TV,,234,MTV,mtv.png,České,123||,234,MTV,mtv.png,České,123||,928,RTVS Šport,101,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=463022363e42669684ed651fff8044e4&p2=80,sk
History HD,,Hustler,,MTV Europe CZ,,MTV DE,,History HD,,Hustler,,MTV Europe CZ,,MTV DE,,232,National Geographic HD,NG_HD.png,České,51|123|,232,National Geographic HD,NG_HD.png,České,51|123|,924,JOJ Šport,102,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=3aed8902d1703977a03f5c8328a9dc52&p2=80,sk
Hobby TV,,INPLUS,,MTV 00s,,MTV Europe CZ,,Hobby TV,,INPLUS,,MTV 00s,,MTV Europe CZ,,106,National Geographic Wild,ngwild.png,České,52|125|,106,National Geographic Wild,ngwild.png,České,52|125|,61,Sport 1,103,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=5fb0f492ec2d16b633ea3c65d6c03f83&p2=80,cz
Hustler,,Jednotka HD,,MTV 80s,,MTV 00s,,Hustler,,Jednotka HD,,MTV 80s,,MTV 00s,,254,Nickelodeon,nickelodeon.png,České,91|164|,254,Nickelodeon,nickelodeon.png,České,91|164|,93,Sport 2,106,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=d0f82af73dc56eada0688322c7a53f35&p2=80,cz
INPLUS,,JimJam,,Náš region TV,,MTV 80s,,INPLUS,,JimJam,,Náš region TV,,MTV 80s,,205,Nova Sport 1,nova_sport_1.png,České,82|102|,205,Nova Sport 1,nova_sport_1.png,České,82|102|,344,Arena Sport 1,108,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=417142095fa934ab9c9f02e2bf7d5a9a&p2=80,sk
Jednotka HD,,JOJ Cinema HD,,National Geographic HD,,Náš region TV,,Jednotka HD,,JOJ Cinema HD,,National Geographic HD,,Náš region TV,,1038,Nova Sport 2,nova_sport_2.png,České,83|103|,1038,Nova Sport 2,nova_sport_2.png,České,83|103|,379,Arena Sport 2,109,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=e40bd2279b88dab77b024d002dea6187&p2=80,sk
JimJam,,JOJ HD,,National Geographic Wild,,National Geographic HD,,JimJam,,JOJ HD,,National Geographic Wild,,National Geographic HD,,114,Noe,noe.png,České,182||,114,Noe,noe.png,České,182||,528,Premier Sport,110,,sk
JOJ Cinema HD,,Jojko,,Newsmax HD,,National Geographic Wild HD,,JOJ Cinema HD,,Jojko,,Newsmax HD,,National Geographic Wild HD,,1025,O2 Info 1,o2tv.png,České,13||,1025,O2 Info 1,o2tv.png,České,13||,902,Premier Sport 2,111,,cz
JOJ Family HD,,JOJ Šport HD,,Nickelodeon,,Newsmax HD,,JOJ Family HD,,JOJ Šport HD,,Nickelodeon,,Newsmax HD,,1040,O2 Sport,o2_sport.png,České,5||,1040,O2 Sport,o2_sport.png,České,5||,225,Golf Channel,113,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=745ac38c76bf918e605379f63c57710a&p2=80,cz
Kino Barrandov,,JOJ 24 HD,,Nickelodeon DE,,Nickelodeon,,Kino Barrandov,,JOJ 24 HD,,Nickelodeon DE,,Nickelodeon,,53,Óčko,ocko.png,České,122|28|,53,Óčko,ocko.png,České,122|28|,453,Auto Motor Sport  HD,114,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=f2464856c0987f1260ba96bd10155b84&p2=80,cz
LALA TV,,LALA TV,,Nick Jr Czech,,Nickelodeon DE,,LALA TV,,LALA TV,,Nick Jr Czech,,Nickelodeon DE,,831,Óčko Expres,ocko-expres.png,České,130||,831,Óčko Expres,ocko-expres.png,České,130||,85,Extreme Sports Channel,115,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=77145a11db98d58216052dd47f12a8bd&p2=80,en
LEO TV,,LEO TV,,Nicktoons,,Nick Jr Czech,,LEO TV,,LEO TV,,Nicktoons,,Nick Jr Czech,,736,Óčko Star,ocko-gold.png,České,121|29|,736,Óčko Star,ocko-gold.png,České,121|29|,404,Fast&FunBox HD,116,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=968f7dcf315da21c8d46c68cee0be070&p2=80,en
Love Nature HD,,Love Nature HD,,Nova Action HD,,Nicktoons,,Love Nature HD,,Love Nature HD,,Nova Action HD,,Nicktoons,,251,OIK TV,oik.png,České,||,251,OIK TV,oik.png,České,||,301,FightBox HD,117,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=1b22577d975f70df2b9b9c8c28584789&p2=80,en
Man-X,,Man-X,,Nova Cinema HD,,Nova International,,Man-X,,Man-X,,Nova Cinema HD,,Nova International,,62,Paprika,paprika.png,České,113|138|,62,Paprika,paprika.png,České,113|138|,21,National Geographic,121,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=f0578ba97cddee9b0580d06620967602&p2=80,cz
Markíza International,,Markíza HD,,Nova Fun HD,,Nova Sport 1 HD,,Markíza International,,Markíza HD,,Nova Fun HD,,Nova Sport 1 HD,,1123,Paramount Network,paramountnetwork.png,České,14|19|,1123,Paramount Network,paramountnetwork.png,České,14|19|,12,Discovery,123,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=d25a71d1efc626184305c8d9fbfc5b68&p2=80,cz
Mezzo HD,,Markíza Krimi HD,,Nova Gold,,Nova Sport 2 HD,,Mezzo HD,,Markíza Krimi HD,,Nova Gold,,Nova Sport 2 HD,,1122,Prima MAX,prima_max.png,České,9|15|,1122,Prima MAX,prima_max.png,České,9|15|,214,National Geographic HD,124,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=25bd26f8922442392251d4f9a9ff54e1&p2=80,cz
Minimax,,Mezzo HD,,Nova HD,,ÓČKO,,Minimax,,Mezzo HD,,Nova HD,,ÓČKO,,1196,Prima Krimi,prima_krimi.png,České,15|21|,1196,Prima Krimi,prima_krimi.png,České,15|21|,11,Animal Planet,125,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=80827a7225497dfb53f37650fd8b4840&p2=80,cz
Mňam TV,,Minimax,,Nova Sport 1 HD,,ÓČKO BLACK HD,,Mňam TV,,Minimax,,Nova Sport 1 HD,,ÓČKO BLACK HD,,496,Prima LOVE,primalove.png,České,7|17|,496,Prima LOVE,primalove.png,České,7|17|,82,National Geographic Wild,126,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=3bfcbc78d72ec27d51e11e87111f092d&p2=80,cz
MTV DE,,Mňam TV,,Nova Sport 2 HD,,ÓČKO EXPRES HD,,MTV DE,,Mňam TV,,Nova Sport 2 HD,,ÓČKO EXPRES HD,,589,POLAR,polar.png,České,||,589,POLAR,polar.png,České,||,125,History Channel,127,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=7d71be02a17f95f286b3feaa9bac2f7b&p2=80,cz
MTV Europe CZ,,MTV DE,,ÓČKO,,ÓČKO STAR,,MTV Europe CZ,,MTV DE,,ÓČKO,,ÓČKO STAR,,879,Rebel,rebel.png,České,185|33|,879,Rebel,rebel.png,České,185|33|,98,Discovery Science,128,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=50445f7e728fcee74d6ae3cf26a10e01&p2=80,cz
MTV 00s,,MTV Europe CZ,,ÓČKO BLACK HD,,Penthouse Gold,,MTV 00s,,MTV Europe CZ,,ÓČKO BLACK HD,,Penthouse Gold,,889,PRAHA TV,prahatv.png,České,188||,889,PRAHA TV,prahatv.png,České,188||,755,CS History,129,https://services.mujtvprogram.cz/tvprogram2services/services/logoImageDownloader.php?p1=56c3885c06f7afa10cdbdde74bd2cacc&p2=80,cz
