tconst	averageRating	numVotes
tt0417741	7.6	544535
tt0418279	7.0	638514
tt0418689	7.1	124344
tt0418763	7.0	191534
tt0419706	5.2	114505
tt0420223	7.6	229752
tt0421073	6.8	114771
tt0421239	6.5	123640
tt0421715	7.8	651145
tt0422720	6.5	112595
tt0424095	6.6	127473
tt0424136	7.0	161888
tt0424345	7.3	136521
tt0425061	6.5	219471
tt0425112	7.8	506616
tt0425123	6.7	111155
tt0425210	7.7	314473
tt0426883	6.9	104128
tt0426931	7.4	108082
tt0427152	5.9	107524
tt0427327	6.7	131602
tt0427944	7.5	222533
tt0429493	6.7	260074
tt0430105	6.8	148129
tt0430357	6.0	118161
tt0430922	6.8	232641
tt0431197	7.0	126435
tt0431308	7.0	211228
tt0432021	6.2	197061
tt0432283	7.9	233294
tt0432348	6.6	254502
tt0433035	7.0	330797
tt0433362	6.4	129942
tt0433400	6.2	119503
tt0434409	8.2	1120574
tt0435625	7.2	227118
tt0435651	6.4	120298
tt0435705	6.2	159765
tt0435761	8.3	834633
tt0436697	7.3	112374
tt0436992	8.6	225470
tt0437086	7.3	268546
tt0438097	6.8	279661
tt0438488	6.5	363475
tt0439100	7.9	111270
tt0440963	8.0	635609
tt0441773	7.6	470625
tt0441909	7.6	102673
tt0442933	6.3	169129
tt0443272	7.3	261586
tt0443274	6.6	150994
tt0443453	7.3	410837
tt0443543	7.6	373900
tt0443649	5.1	131905
tt0443680	7.5	182853
tt0443706	7.7	541871
tt0445922	7.3	111189
tt0445934	6.3	170149
tt0446029	7.5	427059
tt0448011	6.2	235826
tt0448115	7.0	338103
tt0448134	7.2	251863
tt0448157	6.4	483835
tt0448694	6.6	160672
tt0449010	5.1	127113
tt0449059	7.8	482349
tt0449088	7.1	652246
tt0449467	7.5	304149
tt0450232	6.6	131467
tt0450259	8.0	550519
tt0450278	5.9	181876
tt0450385	6.8	275999
tt0451079	6.8	141803
tt0451279	7.4	657892
tt0452046	8.1	198036
tt0452594	5.8	133565
tt0452608	6.4	210382
tt0452623	7.6	273389
tt0452637	5.5	100327
tt0452694	7.1	152181
tt0452702	6.2	101998
tt0453451	6.4	127220
tt0453467	7.1	312742
tt0454841	6.4	173064
tt0454848	7.6	374598
tt0454876	7.9	630657
tt0454921	8.0	512298
tt0454945	6.3	160981
tt0455275	8.3	534952
tt0455407	6.5	122292
tt0455590	7.6	187390
tt0455824	6.6	125514
tt0455944	7.2	372779
tt0457430	8.2	669021
tt0457939	6.9	287216
tt0458339	6.9	844143
tt0458352	6.9	421239
tt0458481	6.5	163057
tt0458525	6.5	506501
tt0460091	7.8	103980
tt0460627	7.8	160278
tt0460649	8.3	682671
tt0460681	8.4	445259
tt0460791	7.8	112938
tt0461770	7.1	204184
tt0462322	7.5	185438
tt0462499	7.0	233195
tt0462504	7.3	107045
tt0462538	7.3	331888
tt0462590	6.5	120120
tt0463854	6.9	278231
tt0463985	6.0	273151
tt0464141	7.4	156939
tt0465234	6.5	239066
tt0465494	6.2	171200
tt0465538	7.2	167348
tt0465580	6.1	112079
tt0465602	6.6	151134
tt0467197	5.3	126883
tt0467200	6.7	114115
tt0467406	7.5	523914
tt0468492	7.1	122899
tt0468569	9.0	2639601
tt0469494	8.2	586353
tt0470752	7.7	545537
tt0471042	6.2	145304
tt0472033	7.0	141189
tt0472043	7.8	314208
tt0472062	7.0	119275
tt0472399	6.5	162099
tt0472954	8.8	225737
tt0473075	6.6	291163
tt0473705	7.1	153583
tt0475276	7.6	107096
tt0475290	6.3	135901
tt0475394	6.6	146440
tt0475784	8.5	504621
tt0477080	6.8	198701
tt0477302	6.9	102566
tt0477347	6.4	349587
tt0477348	8.2	970018
tt0478087	6.8	253314
tt0478304	6.8	177987
tt0478311	6.9	371162
tt0478970	7.3	665805
tt0479143	7.1	217755
tt0479884	6.9	250901
tt0479952	6.6	229118
tt0480025	7.7	123098
tt0480242	6.8	103699
tt0480249	7.2	758191
tt0480255	6.3	102909
tt0480687	5.9	126694
tt0481369	6.4	203896
tt0481499	7.2	216120
tt0481536	6.5	138060
tt0482571	8.5	1328075
tt0482606	6.1	132891
tt0485947	7.8	234509
tt0486576	5.6	267067
tt0486655	7.6	273676
tt0486822	6.8	236856
tt0486946	5.8	119582
tt0487831	8.5	152901
tt0488120	7.2	207129
tt0489099	6.1	308391
tt0489270	6.2	195359
tt0490215	7.1	113846
tt0493464	6.7	390914
tt0496424	8.3	124640
tt0496806	6.9	348677
tt0497465	7.1	257351
tt0498380	7.9	163619
tt0499448	6.5	212014
tt0499549	7.8	1248655
tt0756683	7.9	188622
tt0758730	4.6	127133
tt0758746	5.5	109320
tt0758752	6.7	205629
tt0758758	8.1	623432
tt0758766	6.5	103825
tt0758774	7.0	230034
tt0762107	5.9	148461
tt0765010	7.1	128936
tt0765429	7.8	427780
tt0765443	7.6	244682
tt0770828	7.1	771467
tt0773262	8.7	725097
tt0780504	7.8	639718
tt0780521	7.1	146789
tt0780536	7.9	427513
tt0780571	7.3	151438
tt0780653	5.8	107679
tt0783233	7.8	279629
tt0790636	7.9	489154
tt0790686	6.1	108540
tt0790724	7.0	343083
tt0790736	5.6	134977
tt0795176	9.4	209789
tt0795368	7.3	116619
tt0795421	6.5	247257
tt0796366	7.9	604392
tt0799949	2.4	106204
tt0800039	7.1	286701
tt0800080	6.6	493410
tt0800320	5.8	283762
tt0800369	7.0	848842
tt0803096	6.7	265091
tt0804497	7.1	144098
tt0804503	8.7	239476
tt0805564	7.3	146804
tt0808151	6.7	294688
tt0810819	7.1	187148
tt0813715	7.5	242057
tt0814255	5.8	190215
tt0814314	7.6	304019
tt0815236	6.4	138356
tt0816442	7.5	136440
tt0816692	8.6	1813903
tt0816711	7.0	666940
tt0817230	5.7	120563
tt0822832	7.0	159414
tt0822847	5.7	120695
tt0822854	7.1	335041
tt0824747	7.8	256557
tt0825232	7.4	247210
tt0829150	6.2	196986
tt0829482	7.6	581055
tt0830515	6.6	449862
tt0831387	6.4	415246
tt0832266	7.1	166936
tt0834001	6.5	161251
tt0837562	7.0	257469
tt0838221	7.2	201156
tt0838283	6.9	296929
tt0840361	7.5	391839
tt0842926	7.0	131199
tt0844441	7.9	246333
tt0844471	6.9	234656
tt0848228	8.0	1387744
tt0848537	6.6	106074
tt0859163	5.2	162179
tt0861739	8.0	104775
tt0865556	6.5	106444
tt0870111	7.7	108751
tt0870154	6.6	189394
tt0870984	6.5	127938
tt0876563	7.6	144993
tt0877057	9.0	322996
tt0878804	7.6	333421
tt0884328	7.1	313056
tt0887883	7.0	333622
tt0887912	7.5	452862
tt0889573	6.1	106944
tt0889583	5.9	149674
tt0890870	5.9	152094
tt0892318	6.5	101105
tt0892769	8.1	739154
tt0892782	6.4	163725
tt0892791	6.3	206158
tt0898266	8.2	806578
tt0898367	7.2	240574
tt0901476	5.4	108805
tt0903624	7.8	828152
tt0903747	9.5	1870263
tt0904208	8.3	181624
tt0905372	6.2	133914
tt0907657	7.8	117165
tt0910936	6.9	341176
tt0910970	8.4	1112543
tt0914798	7.7	220174
tt0918927	7.5	130469
tt0918940	6.2	178097
tt0926084	7.7	548136
tt0929632	7.3	111537
tt0934814	8.2	138901
tt0936501	7.8	603815
tt0938283	4.0	164516
tt0942385	7.0	417205
tt0944835	6.4	316256
tt0944947	9.2	2088215
tt0945513	7.5	521706
tt0947798	8.0	766684
tt0947810	6.8	138125
tt0948470	6.9	656427
tt0949731	5.0	208184
tt0955308	6.6	270951
tt0959337	7.3	214502
tt0960144	5.6	203533
tt0963966	6.1	163203
tt0964517	7.8	369149
tt0970179	7.5	324159
tt0970416	5.5	171727
tt0970866	5.5	113735
tt0974015	6.1	453303
tt0974661	6.4	203012
tt0976051	7.6	246753
tt0978762	8.1	177877
tt0978764	6.0	243899
tt0979432	8.6	189873
tt0980970	6.3	155639
tt0983193	7.3	232203
tt0985694	6.6	198423
tt0985699	7.1	246051
tt0986263	6.3	175926
tt0986264	8.4	193980
tt0988045	7.6	634944
tt0988595	6.1	165823
tt0988824	8.7	126572
tt0989757	6.3	150221
tt0990407	5.8	161199
tt0993840	5.7	172997
tt0993842	6.8	200038
tt0993846	8.2	1400154
tt1000774	5.7	122946
tt1001508	6.4	174625
tt1001526	7.3	263855
tt10016180	6.3	103434
tt10028196	5.5	172346
tt10048342	8.6	446025
tt1007028	6.5	178433
tt1007029	6.4	110089
tt1010048	8.0	845367
tt1013743	6.3	197540
tt1013752	6.5	288544
tt1013753	7.5	173762
tt1014759	6.4	416363
tt10155688	8.4	156249
tt10160804	7.5	181062
tt10168312	7.4	115107
tt10189514	8.7	116757
tt1019452	7.0	143546
tt1022603	7.7	516719
tt1023111	6.5	102339
tt1023114	7.3	117424
tt10234724	7.3	227574
tt1024648	7.7	615316
tt1025100	5.7	114288
tt10272386	8.2	152878
tt1027718	6.2	103484
tt1028528	7.0	292795
tt1028532	8.1	285631
tt10288566	7.7	158047
tt10293406	6.8	174104
tt10295212	8.4	121584
tt10298810	6.0	102401
tt1032755	7.2	253669
tt1033575	7.3	242990
tt1033643	6.1	178176
tt1034032	5.7	135605
tt1034303	7.1	149187
tt10366460	8.0	131467
tt1037705	6.8	319819
tt1038686	5.2	106108
tt1038919	5.5	128761
tt1038988	7.4	182074
tt1041829	6.7	329824
tt1043813	7.6	101043
tt1045658	7.7	709968
tt1046173	5.7	209480
tt1049413	8.3	1041049
tt1051906	7.1	228913
tt1053424	6.3	107542
tt1054606	6.8	150224
tt1055292	6.5	133168
tt1055369	5.9	408076
tt10574558	7.7	116861
tt1057500	7.3	160670
tt1058017	6.3	142218
tt1059786	6.6	188198
tt1060277	7.0	400731
tt1063669	7.6	109957
tt10648342	6.3	315746
tt1065073	7.9	355234
tt1067106	6.8	116668
tt1067583	6.9	117096
tt1068680	6.8	363975
tt10698680	8.4	132007
tt1070874	7.7	177733
tt1071875	4.3	120506
tt1073498	2.8	108546
tt1074638	7.8	697369
tt1077258	7.1	212388
tt1077368	6.2	269084
tt1078912	6.0	198060
tt1078940	5.5	109437
tt1080016	6.9	246751
tt10811166	8.3	560430
tt10838180	5.7	248733
tt10857160	5.2	161493
tt10857164	6.2	101924
tt1086772	6.5	133712
tt10872600	8.3	747175
tt10888594	1.9	177986
tt1091191	7.5	289028
tt1091722	6.8	161915
tt10919420	8.0	442906
tt1092026	6.9	254160
tt10954652	5.8	120357
tt10954984	6.9	165638
tt10970552	7.3	106098
tt10986410	8.8	212352
tt1099212	5.3	463600
tt1100089	7.0	143601
tt1104001	6.8	338655
tt11083552	7.1	177354
tt1109624	7.3	117885
tt1111422	6.4	198666
tt11126994	9.0	204861
tt11138512	7.1	192730
tt1114740	5.2	111447
tt1119644	8.4	242230
tt1119646	7.7	785270
tt11198330	8.5	266737
tt1120985	7.3	198669
tt11214590	6.6	134702
tt1121931	6.1	151074
tt11233960	7.1	109732
tt1124035	7.1	223797
tt1124373	8.6	297603
tt11245972	6.3	112004
tt1125849	7.9	307232
tt11271038	7.2	113664
tt1127180	6.6	205578
tt11280740	8.7	115071
tt11286314	7.2	533708
tt1129442	6.0	168510
tt1130884	8.2	1307204
tt1131729	7.3	112345
tt1131734	5.4	136682
tt1132620	7.8	217515
tt1132626	5.8	126093
tt1133985	5.5	286227
tt1135503	7.0	120772
tt1136608	7.9	682623
tt1139328	7.2	165039
tt1139797	7.9	218627
tt1142977	6.9	109392
tt1142988	6.4	220466
tt1144884	5.1	107479
tt1148204	7.0	231862
tt1152836	7.0	304689
tt1155056	7.0	207868
tt1155076	6.2	185479
tt1156398	7.6	578398
tt1160419	8.0	627646
tt1170358	7.8	664188
tt1172049	7.0	100945
tt1172570	7.0	132501
tt1174732	7.3	134899
tt1179034	6.4	118005
tt1179056	5.2	101964
tt1179904	6.3	241760
tt1179933	7.2	329001
tt1182345	7.8	360269
tt11866324	7.2	185539
tt1187043	8.4	400295
tt1187064	6.9	117512
tt1188729	6.7	152534
tt1188996	7.9	107826
tt1189073	7.6	154044
tt1189340	7.3	240023
tt1190080	5.8	379066
tt1190634	8.7	496842
tt1192628	7.2	267207
tt1193138	7.4	337309
tt1194173	6.6	303601
tt1196946	8.1	185612
tt1197624	7.4	298933
tt1201167	6.3	119936
tt1201607	8.1	872615
tt1204975	6.6	133238
tt1205489	8.1	775497
tt1205537	6.2	132923
tt1206543	6.7	117144
tt1210166	7.6	424453
tt1210819	6.4	235848
tt1211837	7.5	740953
tt1211956	6.7	244562
tt1212450	7.2	243381
tt1213641	7.3	189101
tt1213663	6.9	283502
tt1216475	6.2	191804
tt1216492	6.4	105158
tt1217209	7.1	412827
tt1217613	5.7	181068
tt1219024	8.1	163027
tt1219289	7.4	575081
tt1219827	6.3	216076
tt1220634	5.8	172783
tt1220719	8.0	224673
tt1226229	6.3	179675
tt1228705	6.9	816475
tt1228987	7.1	122724
tt1229238	7.4	491380
tt1229340	6.3	183081
tt1231583	6.5	345014
tt1231587	6.4	176577
tt1232200	5.5	101557
tt1232829	7.2	558589
tt1233227	6.0	113374
tt1234548	6.2	133230
tt1234721	6.2	229669
tt1235099	8.0	120782
tt12361974	8.0	396806
tt12392504	9.3	144289
tt1240982	5.5	101768
tt1242460	7.5	156239
tt1243957	6.0	244704
tt1245492	6.6	414141
tt1245526	7.0	310262
tt1250777	7.6	564035
tt1253863	6.2	302703
tt1253864	6.0	169665
tt1255953	8.3	178238
tt1258197	6.8	116860
tt12593682	7.3	189344
tt1259521	7.0	419676
tt1259528	7.0	113073
tt1259571	4.7	286027
tt1262416	6.2	151155
tt1266020	8.6	258998
tt1267297	6.0	157275
tt1270797	6.6	484829
tt1270798	7.7	693572
tt1272878	6.7	212978
tt1276104	7.4	576904
tt1277953	6.8	182866
tt1279935	6.3	164036
tt12801262	7.4	162761
tt1282140	7.0	392350
tt1284575	5.6	204442
tt1285016	7.8	702546
tt12851524	8.1	101475
tt1288558	6.5	173906
tt1289401	6.9	233007
tt1291150	5.8	211784
tt1291584	8.2	472926
tt1298649	5.7	128717
tt1298650	6.6	529118
tt1300854	7.1	848969
tt1302006	7.8	387475
tt1302011	7.2	286535
tt1305806	8.2	210385
tt1306980	7.6	331495
tt1307068	6.7	115148
tt1312171	7.9	248007
tt13143964	6.6	141415
tt13146488	8.3	110063
tt1314655	6.3	147868
tt1315981	7.5	113211
tt1318514	7.6	529868
tt1320253	6.4	347031
tt13207736	7.9	116325
tt1321870	6.7	216532
tt1323594	7.6	548176
tt1324999	4.9	242032
tt1325004	5.0	247577
tt1327194	6.4	109386
tt1327773	7.2	115810
tt1327801	6.8	148931
tt13320622	6.1	117123
tt1333125	4.3	106597
tt1334260	7.1	146939
tt1335975	6.2	161459
tt1340138	6.3	279214
tt1340800	7.0	202888
tt1343092	7.2	545583
tt1343727	7.1	276900
tt1345836	8.4	1698632
tt1351685	6.3	140088
tt1355630	6.7	123951
tt1355642	9.1	167742
tt1355644	7.0	406567
tt1355683	6.9	182479
tt1358522	8.3	132151
tt1365519	6.3	215374
tt13668894	7.3	149757
tt1371111	7.4	363411
tt1375666	8.8	2339245
tt1375670	5.9	253751
tt1385826	7.0	259117
tt1386588	6.6	270367
tt1386697	5.9	685616
tt1386703	6.2	255788
tt1386932	7.5	105894
tt1389072	5.8	111776
tt1389137	7.1	144663
tt1390411	6.9	140195
tt1392170	7.2	917976
tt1392190	8.1	999314
tt1392214	8.1	709049
tt1396484	7.3	548392
tt1397280	6.2	308484
tt1397514	5.7	105442
tt1398426	7.8	203275
tt1399103	6.2	409966
tt1399683	7.1	144041
tt1401152	6.8	262615
tt1403865	7.6	340361
tt1403981	7.1	148503
tt1405406	7.7	322046
tt1408101	7.7	484435
tt1408253	6.1	115329
tt1409024	6.8	364702
tt1411238	6.2	231826
tt1411250	6.4	167727
tt1411697	6.4	501480
tt1424381	6.4	232972
tt1428538	6.1	207818
tt1430132	6.7	468267
tt1431045	8.0	1034526
tt1433108	6.4	108155
tt1436562	6.9	229270
tt1438176	6.4	108114
tt14392248	9.2	297229
tt1439629	8.5	265324
tt1440129	5.8	249179
tt1441395	6.3	145292
tt1442437	8.5	430235
tt1442449	8.5	242791
tt1446192	7.2	176675
tt1446714	7.0	610755
tt1448755	6.4	131213
tt1450321	7.0	110070
tt1453405	7.2	361004
tt1454029	8.1	459768
tt1454468	7.7	825737
tt1457767	7.5	509588
tt1458175	7.3	198160
tt1462758	7.0	161968
tt1464335	6.3	203362
tt1464540	6.1	238938
tt14650074	8.8	115739
tt1465522	7.5	181841
tt1469304	5.5	187635
tt1474684	8.4	137206
tt1475582	9.1	923602
tt1477834	6.8	474120
tt1478338	6.8	293440
tt1478964	6.6	107595
tt1482459	6.4	114603
tt1483013	7.0	526997
tt1485796	7.5	282381
tt1486185	5.4	112948
tt1486217	8.6	155376
tt1488555	6.3	184247
tt1488606	6.4	129559
tt1489428	8.6	101053
tt1489887	7.1	120060
tt1489889	6.3	192033
tt1490017	7.7	356588
tt1496025	6.3	155455
tt1499658	6.9	450272
tt1502397	6.5	161396
tt1502404	5.4	100114
tt1502407	6.5	156327
tt1502712	4.3	168216
tt1504320	8.0	681113
tt15097216	8.9	201563
tt1509767	5.7	108549
tt1515091	7.4	456160
tt1517260	5.8	115721
tt1517451	7.6	384190
tt1520211	8.1	987702
tt1524137	6.4	123362
tt1524930	6.1	113259
tt1527186	7.1	184113
tt1528100	6.0	169822
tt1528854	6.1	121011
tt1535108	6.6	449715
tt1535109	7.8	461974
tt1536044	5.7	105221
tt1536537	6.8	124110
tt1538403	5.8	135014
tt1542344	7.6	378147
tt1547234	6.5	114737
tt1548850	8.2	101816
tt1549920	6.3	139812
tt1553656	6.5	107008
tt1560220	6.7	180864
tt1560747	7.1	175764
tt1563738	7.0	154317
tt1564367	6.4	246192
tt1567432	7.7	148812
tt1567609	6.9	108687
tt1568338	6.6	153531
tt1568346	7.8	464398
tt1568911	7.2	158538
tt1570728	7.4	522062
tt1571222	6.4	104383
tt1571234	6.1	127443
tt1578873	7.4	167942
tt1583421	5.7	182345
tt1586680	8.6	243176
tt1587310	6.9	376995
tt1588170	7.8	131692
tt1588173	6.8	232901
tt1590193	6.3	116809
tt1591095	6.8	310706
tt1596343	7.3	382416
tt1596350	6.3	187767
tt1596363	7.8	431682
tt1596365	6.4	185050
tt1598778	6.8	304574
tt1599348	6.7	224386
tt1600196	7.0	153077
tt1601913	6.8	253918
tt1602613	5.7	113405
tt1602620	7.9	101070
tt1605630	6.7	215635
tt1605783	7.7	425173
tt1606375	8.7	207222
tt1606378	5.2	208098
tt1606389	6.8	195491
tt1611224	5.9	156925
tt1614989	7.5	102900
tt1615065	6.4	130898
tt1615147	7.1	133033
tt1615160	7.0	115705
tt1616195	6.5	129389
tt1617661	5.3	189323
tt1618434	6.0	129234
tt1618442	5.9	104789
tt1622547	6.1	101972
tt1622979	5.9	117701
tt1623205	6.3	208855
tt1623288	7.0	103753
tt1628033	8.7	119171
tt1628841	5.2	180633
tt1631867	7.9	678196
tt1632701	8.5	410551
tt1632708	6.5	370369
tt1634122	6.3	132216
tt1636826	6.6	212111
tt1637688	6.7	412968
tt1637725	6.9	615939
tt1637727	8.3	112645
tt1638002	7.1	142066
tt1638355	7.2	309441
tt1645170	6.4	308799
tt1646971	7.8	336755
tt1646987	5.7	190157
tt1648190	5.6	139605
tt1649418	6.5	191449
tt1649419	7.5	225095
tt1650062	7.0	355364
tt1650554	6.5	274146
tt1655441	7.2	183115
tt1655442	7.9	242069
tt1656190	6.5	111579
tt1657507	6.4	102165
tt1659337	7.9	512475
tt1661199	6.9	178457
tt1663202	8.0	802224
tt1663662	6.9	503205
tt1667889	6.5	210534
tt1670345	7.2	660529
tt1673434	5.5	250311
tt1675192	7.3	101393
tt1675434	8.5	855222
tt1677720	7.4	436314
tt1682180	6.8	109884
tt1690953	7.3	401817
tt1692486	7.1	127737
tt1695360	8.4	122302
tt1700841	6.1	195763
tt1702439	6.6	111620
tt1706593	7.0	252953
tt1706620	7.1	362129
tt1707386	7.5	331030
tt1714206	7.1	154923
tt1714915	7.2	101758
tt1723121	7.0	450976
tt1723811	7.2	197017
tt1727388	7.4	151291
tt1727824	7.9	537903
tt1731141	6.6	241833
tt1735898	6.1	291152
tt1740299	7.9	101691
tt1745960	8.4	437474
tt1748122	7.8	350969
tt1751634	7.7	139399
tt1758429	8.5	138248
tt1758830	6.2	142490
tt1764234	6.2	145594
tt1764651	6.6	308636
tt1772341	7.7	423770
tt1781769	6.6	101040
tt1790809	6.5	312665
tt1790864	6.8	468161
tt1790885	7.4	302332
tt1790886	6.1	132149
tt1791528	6.6	105391
tt1796960	8.3	341835
tt1798684	7.3	238649
tt1798709	8.0	612676
tt1800241	7.2	479822
tt1800246	6.1	104044
tt1809398	7.2	169236
tt1815862	4.8	202097
tt1817273	7.3	270289
tt1821549	7.7	118911
tt1821694	6.6	172366
tt1823672	6.8	253157
tt1825683	7.3	767221
tt1826940	7.8	224856
tt1830617	7.9	120667
tt1832382	8.3	245657
tt1837492	7.5	292657
tt1837642	7.9	120447
tt1839492	7.2	101890
tt1839578	8.5	176922
tt1840309	6.6	461603
tt1843230	7.7	225296
tt1843866	7.8	844337
tt1844624	8.0	319330
tt1853728	8.4	1545373
tt1853739	6.6	100854
tt1854564	5.7	119225
tt1855199	7.6	250054
tt1855325	5.3	143760
tt1856010	8.7	504410
tt1856101	8.0	570080
tt1860213	5.9	125038
tt1860357	7.1	170150
tt1862079	6.9	126434
tt1865718	8.9	108587
tt1870479	8.6	116472
tt1872181	6.6	498736
tt1872194	7.4	191989
tt1877830	7.9	627656
tt1877832	7.9	713060
tt1878870	7.3	127721
tt1895587	8.1	470047
tt1899353	7.6	205746
tt1904996	6.2	123771
tt1905041	7.0	395663
tt1907668	7.3	355847
tt1911644	6.7	123532
tt1915581	6.1	139262
tt1921064	5.5	112291
tt1922777	6.8	255099
tt1924396	7.8	120180
tt1924429	6.9	114662
tt1924435	6.4	135224
tt1931533	7.1	259090
tt1935179	7.4	180468
tt1935859	6.7	174356
tt1937390	6.9	125141
tt1939659	5.8	141658
tt1950186	8.1	392095
tt1951261	5.8	316285
tt1951264	7.5	665585
tt1951265	6.6	456802
tt1951266	6.5	328290
tt1956620	5.1	113397
tt1959490	5.8	256181
tt1959563	6.9	232088
tt1964418	6.4	183532
tt1972591	6.7	218063
tt1979320	8.1	480214
tt1979376	7.7	250961
tt1979388	6.7	116845
tt1980209	6.4	218631
tt1980929	7.4	157641
tt1981115	6.8	683203
tt1981128	5.3	109056
tt1981677	7.1	307592
tt1985966	6.3	104470
tt2004420	6.3	312335
tt2005151	7.1	221113
tt2015381	8.0	1174980
tt2017109	8.4	105301
tt2023587	6.2	182496
tt2024432	5.7	134596
tt2024469	6.9	265818
tt2024544	8.1	700530
tt2034800	5.9	137259
tt2042568	7.4	155078
tt2053463	7.1	189450
tt2066051	7.3	175941
tt2080374	7.2	170300
tt2084970	8.0	768641
tt2085059	8.8	545015
tt2094766	5.6	200093
tt2096672	5.6	138530
tt2096673	8.2	711702
tt2098220	9.0	100041
tt2101441	5.3	143167
tt2103281	7.6	442827
tt2106476	8.3	330301
tt2109248	5.6	315182
tt2119532	8.1	524492
tt2120120	5.6	145901
tt2126355	6.1	238985
tt2139881	6.8	112171
tt2140373	7.5	163025
tt2140379	6.5	100098
tt2140479	7.3	297448
tt2149175	8.4	100178
tt2170439	6.3	174061
tt2170593	7.2	104315
tt2177771	6.1	132812
tt2178784	9.9	108126
tt2179136	7.3	488931
tt2180411	5.9	142270
tt2184339	5.7	225591
tt2188671	8.1	108653
tt2191671	7.9	111807
tt2191701	5.3	155982
tt2193021	7.5	431841
tt2193215	5.4	102109
tt2194499	7.8	351261
tt2199571	6.6	110209
tt2203939	6.0	142204
tt2209418	7.9	159224
tt2209764	6.2	230349
tt2222042	6.9	128187
tt2224026	6.6	103523
tt2226417	6.5	172377
tt2229499	6.5	240757
tt2231461	6.1	169363
tt2234155	6.3	205637
tt2234222	8.3	111499
tt2239822	6.4	182759
tt2241351	6.5	100958
tt2243973	8.5	255573
tt2245084	7.8	462151
tt2249364	8.4	113842
tt2250912	7.4	655124
tt2261227	7.9	170507
tt2265171	7.9	124087
tt2267968	7.1	160527
tt2267998	8.1	979465
tt2277860	7.3	277190
tt2278388	8.1	806875
tt2278871	7.7	153338
tt2283336	5.6	135469
tt2283362	6.9	381262
tt2293640	6.4	240256
tt2294189	8.1	106073
tt2294449	7.0	378606
tt2294629	7.4	624775
tt2301451	10.0	185601
tt2301455	9.9	122369
tt2302755	6.5	277757
tt2304933	5.2	110601
tt2305051	7.1	130168
tt2306299	8.5	531254
tt2310332	7.4	533767
tt2312718	6.5	121512
tt2316204	6.4	282784
tt2316411	6.9	195421
tt2321549	6.8	226373
tt2322441	4.1	321109
tt2333784	6.1	183802
tt2334873	7.3	204080
tt2334879	6.3	223468
tt2338151	8.1	188753
tt2345759	5.4	191369
tt2356777	8.9	569860
tt2357547	7.9	215070
tt2361509	7.1	253491
tt2364582	7.5	217597
tt2369135	6.4	171966
tt2372162	8.1	302756
tt2375692	8.2	105385
tt2379713	6.8	441401
tt2380307	8.4	505245
tt2381111	7.5	143203
tt2381249	7.4	374299
tt2381941	6.6	249821
tt2381991	6.1	111376
tt2382320	7.3	397277
tt2386490	7.4	129957
tt2388715	6.5	130965
tt2395427	7.3	861807
tt2395695	9.3	122137
tt2397535	7.4	284191
tt2400463	6.6	110340
tt2401256	8.5	151841
tt2402927	7.2	130546
tt2404233	5.4	118260
tt2404311	6.3	117623
tt2404435	6.8	213115
tt2404463	6.6	173530
tt2406566	6.7	195133
tt2431286	7.6	100644
tt2431438	8.2	154927
tt2442560	8.8	545482
tt2446042	6.0	193926
tt2446980	6.6	137914
tt2463208	6.7	199580
tt2467372	8.4	315720
tt2488496	7.8	929481
tt2494362	7.1	103156
tt2503944	6.6	119878
tt2510894	6.6	129079
tt2527336	6.9	631107
tt2527338	6.5	450350
tt2531336	7.5	107975
tt2543164	7.9	693264
tt2543472	7.9	165323
tt2548396	5.5	106132
tt2554274	6.5	149560
tt2557478	5.6	118366
tt2557490	6.1	190455
tt2560140	9.0	371035
tt2561572	6.0	137979
tt2562232	7.7	630203
tt2567026	6.2	110168
tt2575988	8.5	150240
tt2582496	7.7	132666
tt2582782	7.6	232060
tt2582802	8.5	854336
tt2582846	7.7	378081
tt2584384	7.9	388299
tt2628232	8.2	123004
tt2631186	8.0	125833
tt2632424	8.3	136492
tt2637276	6.3	211466
tt2649356	8.1	100948
tt2660888	7.0	247316
tt2661044	7.6	251778
tt2671706	7.2	109352
tt2674426	7.4	254593
tt2692250	6.2	123693
tt2692904	7.1	151168
tt2704998	6.9	235919
tt2707408	8.8	421612
tt2709768	6.5	203565
tt2713180	7.5	491239
tt2719848	7.1	218931
tt2737304	6.6	342300
tt2741602	8.0	249530
tt2763304	7.2	125141
tt2771200	7.1	309948
tt2788710	6.5	333064
tt2798920	6.8	327233
tt2802144	7.7	667579
tt2802850	8.9	373437
tt2820852	7.1	391038
tt2848292	6.4	158584
tt2854926	6.5	134923
tt2861424	9.1	518533
tt2866360	7.2	129554
tt2872718	7.8	546568
tt2872732	6.4	497821
tt2873282	6.6	187352
tt2883512	7.3	216948
tt2884206	7.3	126430
tt2908446	6.2	239352
tt2911666	7.4	630728
tt2935510	6.5	236243
tt2948356	8.0	498727
tt2948372	8.0	328589
tt2953050	7.2	219479
tt2975578	6.4	153533
tt2975590	6.4	699679
tt2980516	7.7	452097
tt2980592	6.7	101576
tt3006802	8.4	160130
tt3011894	8.1	199060
tt3032476	8.9	524105
tt3040964	7.4	278368
tt3062096	6.2	177230
tt3065204	7.3	272197
tt3076658	7.6	275224
tt3079380	7.0	246327
tt3104988	6.9	173430
tt3107288	7.6	346190
tt3110958	6.4	291352
tt3152624	6.2	137882
