tconst	averageRating	numVotes
tt0374463	8.3	113140
tt0374900	6.9	221509
tt0375063	7.5	192681
tt0375679	7.8	437413
tt0375912	7.3	183336
tt0376136	6.1	105593
tt0376541	7.2	220505
tt0376994	6.6	518352
tt0377092	7.1	385952
tt0378194	8.0	755934
tt0379725	7.3	134292
tt0379786	7.8	297056
tt0380510	6.6	170844
tt0381061	8.0	657905
tt0381681	8.1	264862
tt0381707	5.7	147394
tt0381849	7.7	313046
tt0382625	6.6	434326
tt0382932	8.1	734648
tt0383574	7.3	719559
tt0384537	6.5	232156
tt0384766	8.7	172309
tt0384793	6.4	133638
tt0384806	5.9	113039
tt0385002	7.4	152111
tt0385004	7.5	112818
tt0385752	6.1	189315
tt0385880	6.6	122376
tt0386117	6.7	105676
tt0386140	5.9	102844
tt0386588	6.6	319211
tt0386676	9.0	594469
tt0387131	7.4	142449
tt0387199	8.5	169664
tt0387564	7.6	423450
tt0387808	6.5	165030
tt0388482	6.3	204520
tt0388629	8.9	125874
tt0388795	7.7	358292
tt0389722	6.6	178454
tt0389790	6.1	163825
tt0389860	6.4	333301
tt0390384	6.8	107569
tt0390521	7.2	109450
tt0391198	5.9	145940
tt0393109	7.2	106655
tt0393162	7.3	150886
tt0395169	8.1	356371
tt0395584	6.7	101404
tt0396171	7.5	252093
tt0396269	7.0	357769
tt0396555	6.8	101506
tt0397065	5.4	125927
tt0397101	6.5	116376
tt0397306	7.4	128505
tt0397442	7.5	175314
tt0397535	7.3	150929
tt0397892	6.8	212530
tt0398165	6.4	180783
tt0398286	7.7	454120
tt0398808	7.2	158886
tt0399146	7.4	240452
tt0399201	6.8	317412
tt0399295	7.6	318843
tt0401383	8.0	108058
tt0401729	6.6	274194
tt0401792	8.0	769983
tt0401855	6.7	201366
tt0402022	5.4	129300
tt0404032	6.7	131561
tt0404203	7.5	112334
tt0404390	7.3	100612
tt0405094	8.4	389941
tt0405159	8.1	687320
tt0405296	7.0	112772
tt0405422	7.1	438729
tt0405508	8.1	119387
tt0406375	6.2	105975
tt0407304	6.5	450169
tt0407362	8.7	166394
tt0407887	8.5	1320334
tt0408236	7.3	370366
tt0408306	7.5	228255
tt0408790	6.3	163804
tt0409182	5.7	105873
tt0409459	7.6	552841
tt0409591	8.4	102458
tt0409847	6.0	222460
tt0410297	6.8	150855
tt0410975	7.6	129543
tt0411008	8.3	553128
tt0411477	7.0	273319
tt0412019	7.2	103556
tt0412142	8.7	464497
tt0413099	5.4	148551
tt0413267	6.1	308240
tt0413300	6.3	591094
tt0413573	7.6	308541
tt0414387	7.8	297434
tt0414982	5.8	143944
tt0414993	7.2	240097
tt0415306	6.6	186345
tt0416320	7.6	219237
tt0416449	7.6	820593
tt0417148	5.5	140192
tt0417299	9.3	314220
